Plate,Well,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Cell Line],Term Source 2 REF,Term Source 2 Accession,Comment [Cell Line],Compound Name,Compound PubChem CID,Compound InChIKey,Compound SMILES,Proprietary Compound,Proprietary Compound Concentration (microMolar),Comment [Gene Identifier],Comment [Gene Symbol],Control Type,Comment [Control Type Comments],Channels,Score,Has Phenotype,Phenoptye Annotation Level,Phenotype,Phenotype Term Name,Phenotype Term Accession
1093670873,A1,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,DMSO,679,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,CS(=O)C,,,,,Neutral Control,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,82.69949341,,,,,
1093670866,C12,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN1140243734,30,2264,FGFR4,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,929.9001465,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670866,C13,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN1140243734,10,2264,FGFR4,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,249.9854279,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670866,C14,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN1140243734,3.125,2264,FGFR4,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,125.433136,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670866,C15,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN1140243734,1.25,2264,FGFR4,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,105.2557831,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670866,C16,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,DMSO,679,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,CS(=O)C,,,,,Neutral Control,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,70.18148041,,,,,
1093670866,C17,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,,,,,Stimulator Control,Leptomycin b blocks nuclear export of fascin,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,666.9666138,,,,,
1093670866,C18,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,DMSO,679,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,CS(=O)C,,,,,Neutral Control,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,71.88420868,,,,,
1093670866,C19,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN1140243734,0.3,2264,FGFR4,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,62.94960022,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670866,C20,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN1140243734,0.1,2264,FGFR4,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,59.39913177,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670866,C21,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN1140243734,0.03,2264,FGFR4,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,68.71378326,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670866,C22,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN1140243734,0.0125,2264,FGFR4,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,68.30847931,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670866,C23,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN1140243734,0.003,2264,FGFR4,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,67.66496277,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670866,C24,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN1140243734,0.001,2264,FGFR4,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,62.07394028,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670866,D1,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN1140243734,0.0003,2264,FGFR4,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,77.98656464,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670866,D2,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN1140243734,0.00003,2264,FGFR4,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,46.65802765,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670866,D3,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN0199179571,30,476,ATP1A1,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,1077.795532,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670866,D4,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN0199179571,10,476,ATP1A1,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,987.4335327,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670866,D5,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN0199179571,3.125,476,ATP1A1,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,988.475708,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670866,D6,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN0199179571,1.25,476,ATP1A1,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,755.932373,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670866,D7,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN0199179571,0.3,476,ATP1A1,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,174.9529419,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670866,D8,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN0199179571,0.1,476,ATP1A1,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,81.80648804,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670866,D9,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN0199179571,0.03,476,ATP1A1,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,38.82777786,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670866,D10,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN0199179571,0.0125,476,ATP1A1,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,68.123909,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670866,D11,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN0199179571,0.003,476,ATP1A1,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,56.95890427,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670866,D12,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN0199179571,0.001,476,ATP1A1,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,52.18043518,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670866,D13,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN0199179571,0.0003,476,ATP1A1,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,87.10042572,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670866,D14,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN0199179571,0.00003,476,ATP1A1,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,69.82829285,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670866,D15,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN0185717327,30,6792,CDKL5,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,1496.575317,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670866,D16,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN0185717327,10,6792,CDKL5,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,1391.320313,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670866,D17,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN0185717327,3.125,6792,CDKL5,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,1457.854492,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670866,D18,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN0185717327,1.25,6792,CDKL5,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,1366.376099,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670866,D19,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN0185717327,0.3,6792,CDKL5,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,1279.831055,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670866,D20,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN0185717327,0.1,6792,CDKL5,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,178.0599213,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670866,D21,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN0185717327,0.03,6792,CDKL5,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,74.99573517,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670866,D22,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN0185717327,0.0125,6792,CDKL5,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,71.17105865,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670866,D23,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN0185717327,0.003,6792,CDKL5,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,59.15457916,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670866,D24,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN0185717327,0.001,6792,CDKL5,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,77.4987793,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670866,E1,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN0185717327,0.0003,6792,CDKL5,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,43.62991333,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670866,E2,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN0185717327,0.00003,6792,CDKL5,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,45.42054749,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670866,E3,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN1060843667,30,3678,ITGA5,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,799.6928101,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670866,E4,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN1060843667,10,3678,ITGA5,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,915.7973022,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670866,E5,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN1060843667,3.125,3678,ITGA5,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,817.6745605,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670866,E6,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN1060843667,1.25,3678,ITGA5,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,631.0576172,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670866,E7,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN1060843667,0.3,3678,ITGA5,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,106.1887131,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670866,E8,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN1060843667,0.1,3678,ITGA5,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,98.98239899,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670866,E9,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,DMSO,679,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,CS(=O)C,,,,,Neutral Control,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,63.87702942,,,,,
1093670866,E10,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,,,,,Stimulator Control,Leptomycin b blocks nuclear export of fascin,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,685.5109863,,,,,
1093670866,E11,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,DMSO,679,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,CS(=O)C,,,,,Neutral Control,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,67.28388977,,,,,
1093670866,E12,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN1060843667,0.03,3678,ITGA5,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,85.15292358,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670866,E13,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN1060843667,0.0125,3678,ITGA5,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,83.66732788,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670866,E14,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN1060843667,0.003,3678,ITGA5,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,62.8298378,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670866,E15,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN1060843667,0.001,3678,ITGA5,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,45.64590454,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670866,E16,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN1060843667,0.0003,3678,ITGA5,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,77.94116974,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670866,E17,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN1060843667,0.00003,3678,ITGA5,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,120.6448441,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670866,E18,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN0031212809,30,8325,FZD8,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,1330.741333,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670866,E19,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN0031212809,10,8325,FZD8,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,1484.750122,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670866,E20,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,DMSO,679,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,CS(=O)C,,,,,Neutral Control,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,63.17241669,,,,,
1093670866,E21,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,,,,,Stimulator Control,Leptomycin b blocks nuclear export of fascin,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,649.0167847,,,,,
1093670866,E22,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,DMSO,679,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,CS(=O)C,,,,,Neutral Control,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,57.94886398,,,,,
1093670866,E23,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN0031212809,3.125,8325,FZD8,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,1367.413574,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670866,E24,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN0031212809,1.25,8325,FZD8,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,1274.848633,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670866,F1,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN0031212809,0.3,8325,FZD8,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,553.9868164,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670866,F2,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN0031212809,0.1,8325,FZD8,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,106.032547,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670866,F3,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN0031212809,0.03,8325,FZD8,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,42.13247681,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670866,F4,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN0031212809,0.0125,8325,FZD8,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,62.50706863,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670866,F5,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN0031212809,0.003,8325,FZD8,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,144.4563751,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670866,F6,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN0031212809,0.001,8325,FZD8,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,56.99801254,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670866,F7,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN0031212809,0.0003,8325,FZD8,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,77.84422302,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670866,F8,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN0031212809,0.00003,8325,FZD8,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,46.53160477,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670866,F9,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN1046633507,30,1025,CDK9,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,918.2797241,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670866,F10,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN1046633507,10,1025,CDK9,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,979.5718384,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670866,F11,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN1046633507,3.125,1025,CDK9,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,1327.110596,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670866,F12,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN1046633507,1.25,1025,CDK9,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,1414.433228,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670866,F13,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN1046633507,0.3,1025,CDK9,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,1142.9729,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670866,F14,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN1046633507,0.1,1025,CDK9,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,1435.221313,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670866,F15,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN1046633507,0.03,1025,CDK9,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,1211.737183,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670866,F16,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN1046633507,0.0125,1025,CDK9,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,1294.727295,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
1093670866,F17,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,SN1046633507,0.003,1025,CDK9,,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet; phase contrast,154.1251984,Yes,compound response across 12 wells,Apoptosis,cell apoptosis phenotype,CMPO_0000220
